reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.01,273
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.025,826
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.05,2088
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.1,7867
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.15,7950
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.2,8340
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.25,8377
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.3,8399
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.35,8475
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.4,8805
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.45,8852
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.5,9041
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.55,9086
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.6,9209
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.65,9440
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.7,9492
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.75,9824
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.8,10343
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.85,10452
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.9,12061
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.95,16548
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.975,20213
2026-02-28,wk inc flu hosp,1,2026-03-07,US,quantile,0.99,39971
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.01,273
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.025,875
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.05,2069
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.1,5711
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.15,5995
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.2,6056
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.25,6192
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.3,6265
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.35,6507
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.4,6660
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.45,6735
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.5,6856
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.55,7218
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.6,7335
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.65,7412
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.7,7650
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.75,7866
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.8,8268
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.85,11643
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.9,13724
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.95,15700
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.975,27197
2026-02-28,wk inc flu hosp,2,2026-03-14,US,quantile,0.99,40718
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.01,275
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.025,275
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.05,1805
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.1,4052
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.15,4207
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.2,4325
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.25,4388
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.3,4423
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.35,4550
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.4,4726
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.45,4906
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.5,5068
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.55,5089
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.6,5143
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.65,5327
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.7,5442
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.75,5640
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.8,6871
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.85,9708
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.9,14185
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.95,17684
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.975,26706
2026-02-28,wk inc flu hosp,3,2026-03-21,US,quantile,0.99,40954
