reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.01,273
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.025,816
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.05,1359
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.1,1875
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.15,1880
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.2,1961
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.25,2447
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.3,2449
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.35,2500
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.4,2606
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.45,2632
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.5,2675
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.55,2680
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.6,2709
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.65,2745
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.7,2767
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.75,2795
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.8,3062
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.85,3073
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.9,3170
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.95,3676
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.975,7152
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.99,26188
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.01,273
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.025,774
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.05,1066
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.1,1660
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.15,2183
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.2,2660
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.25,2744
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.3,2784
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.35,3153
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.4,3183
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.45,3297
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.5,3312
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.55,3325
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.6,3329
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.65,3383
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.7,3462
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.75,3525
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.8,3600
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.85,3764
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.9,4209
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.95,4432
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.975,10537
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.99,15051
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.01,275
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.025,275
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.05,1256
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.1,1700
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.15,2578
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.2,3887
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.25,4127
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.3,4149
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.35,4248
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.4,4272
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.45,4622
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.5,4778
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.55,4864
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.6,4877
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.65,5090
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.7,5118
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.75,5202
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.8,5642
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.85,5932
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.9,6167
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.95,7153
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.975,8649
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.99,26075
