reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.01,2311
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.025,3322
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.05,4192
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.1,5195
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.15,5872
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.2,6409
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.25,6871
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.3,7285
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.35,7669
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.4,8033
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.45,8386
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.5,8733
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.55,9080
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.6,9432
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.65,9797
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.7,10181
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.75,10595
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.8,11056
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.85,11594
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.9,12271
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.95,13274
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.975,14144
2025-12-06,wk inc flu hosp,1,2025-12-13,US,quantile,0.99,15155
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.01,0
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.025,0
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.05,0
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.1,1937
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.15,3314
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.2,4409
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.25,5348
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.3,6191
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.35,6972
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.4,7714
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.45,8431
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.5,9137
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.55,9843
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.6,10561
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.65,11302
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.7,12083
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.75,12927
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.8,13866
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.85,14960
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.9,16337
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.95,18378
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.975,20149
2025-12-06,wk inc flu hosp,2,2025-12-20,US,quantile,0.99,22207
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.01,0
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.025,0
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.05,0
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.1,0
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.15,780
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.2,2351
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.25,3698
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.3,4909
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.35,6030
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.4,7094
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.45,8124
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.5,9137
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.55,10151
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.6,11180
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.65,12244
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.7,13366
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.75,14576
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.8,15924
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.85,17495
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.9,19471
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.95,22401
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.975,24942
2025-12-06,wk inc flu hosp,3,2025-12-27,US,quantile,0.99,27896
