reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.01,10264
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.025,11202
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.05,12009
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.1,12939
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.15,13566
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.2,14065
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.25,14493
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.3,14877
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.35,15234
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.4,15572
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.45,15898
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.5,16220
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.55,16542
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.6,16869
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.65,17207
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.7,17563
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.75,17947
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.8,18375
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.85,18874
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.9,19502
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.95,20432
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.975,21239
2026-01-31,wk inc flu hosp,1,2026-02-07,US,quantile,0.99,22177
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.01,8857
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.025,9969
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.05,10927
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.1,12030
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.15,12775
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.2,13366
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.25,13874
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.3,14330
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.35,14752
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.4,15153
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.45,15541
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.5,15923
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.55,16305
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.6,16692
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.65,17093
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.7,17516
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.75,17972
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.8,18479
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.85,19071
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.9,19816
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.95,20919
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.975,21876
2026-01-31,wk inc flu hosp,2,2026-02-14,US,quantile,0.99,22989
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.01,7778
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.025,8955
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.05,9967
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.1,11133
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.15,11921
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.2,12546
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.25,13083
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.3,13565
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.35,14012
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.4,14436
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.45,14846
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.5,15249
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.55,15653
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.6,16063
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.65,16487
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.7,16933
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.75,17415
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.8,17952
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.85,18578
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.9,19365
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.95,20532
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.975,21544
2026-01-31,wk inc flu hosp,3,2026-02-21,US,quantile,0.99,22720
