reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.01,273
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.025,808
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.05,2622
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.1,4273
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.15,4721
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.2,4777
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.25,4812
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.3,4903
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.35,4928
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.4,4961
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.45,5028
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.5,5209
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.55,5229
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.6,5274
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.65,5314
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.7,5350
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.75,5467
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.8,5955
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.85,6004
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.9,6122
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.95,7144
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.975,19230
2026-03-21,wk inc flu hosp,1,2026-03-28,US,quantile,0.99,41321
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.01,275
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.025,811
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.05,2258
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.1,3272
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.15,3498
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.2,3506
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.25,3708
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.3,3735
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.35,3979
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.4,4110
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.45,4205
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.5,4274
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.55,4316
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.6,4574
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.65,4587
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.7,4625
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.75,4964
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.8,5606
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.85,6097
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.9,7333
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.95,7731
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.975,12025
2026-03-21,wk inc flu hosp,2,2026-04-04,US,quantile,0.99,39219
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.01,275
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.025,820
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.05,1906
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.1,3006
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.15,3368
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.2,3399
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.25,3430
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.3,3430
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.35,3535
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.4,3600
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.45,3717
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.5,3944
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.55,3955
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.6,4127
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.65,4331
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.7,4461
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.75,4799
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.8,4819
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.85,6061
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.9,7713
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.95,9593
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.975,14154
2026-03-21,wk inc flu hosp,3,2026-04-11,US,quantile,0.99,34897
