reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.01,3233
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.025,3320
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.05,3395
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.1,3481
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.15,3540
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.2,3586
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.25,3626
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.3,3661
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.35,3694
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.4,3726
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.45,3756
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.5,3786
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.55,3816
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.6,3846
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.65,3877
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.7,3910
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.75,3946
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.8,3986
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.85,4032
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.9,4090
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.95,4176
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.975,4251
2025-11-15,wk inc flu hosp,1,2025-11-22,US,quantile,0.99,4338
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.01,4055
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.025,4178
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.05,4284
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.1,4406
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.15,4488
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.2,4553
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.25,4610
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.3,4660
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.35,4707
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.4,4751
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.45,4794
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.5,4836
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.55,4878
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.6,4921
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.65,4966
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.7,5012
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.75,5063
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.8,5119
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.85,5184
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.9,5267
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.95,5389
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.975,5494
2025-11-15,wk inc flu hosp,2,2025-11-29,US,quantile,0.99,5617
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.01,6101
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.025,6252
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.05,6382
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.1,6531
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.15,6632
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.2,6712
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.25,6781
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.3,6843
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.35,6900
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.4,6954
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.45,7007
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.5,7058
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.55,7110
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.6,7163
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.65,7217
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.7,7274
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.75,7336
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.8,7404
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.85,7485
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.9,7585
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.95,7735
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.975,7865
2025-11-15,wk inc flu hosp,3,2025-12-06,US,quantile,0.99,8015
