reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.01,854.6416710987696
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.025,1556.6314605497896
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.05,2160.381406757424
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.1,2856.466428240291
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.15,3326.11168756373
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.2,3699.370851616304
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.25,4019.593978747246
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.3,4307.164243822637
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.35,4573.640950951698
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.4,4826.50128720317
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.45,5071.146588855301
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.5,5311.913131677691
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.55,5552.679674500081
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.6,5797.324976152212
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.65,6050.185312403684
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.7,6316.662019532745
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.75,6604.232284608136
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.8,6924.455411739078
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.85,7297.714575791652
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.9,7767.359835115091
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.95,8463.444856597956
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.975,9067.194802805592
2026-03-21,wk inc flu hosp,1,US,2026-03-28,quantile,0.99,9769.184592256614
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.01,0
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.025,0
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.05,0
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.1,469.2504675091559
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.15,1475.2243553914604
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.2,2274.7405114591033
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.25,2960.654183096725
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.3,3576.6258592805293
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.35,4147.415415395434
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.4,4689.0388865160885
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.45,5213.065862982687
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.5,5728.784589716853
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.55,6244.503316451019
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.6,6768.530292917617
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.65,7310.153764038271
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.7,7880.943320153176
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.75,8496.91499633698
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.8,9182.828667974603
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.85,9982.344824042244
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.9,10988.318711924549
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.95,12479.323553252047
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.975,13772.54789361944
2026-03-21,wk inc flu hosp,2,US,2026-04-04,quantile,0.99,15276.200669259157
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.01,0
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.025,0
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.05,0
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.1,0
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.15,0
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.2,1004.388233781895
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.25,1984.531856408978
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.3,2864.7311221402433
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.35,3680.3669177535094
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.4,4454.325526592143
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.45,5203.1394375935315
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.5,5940.081186940823
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.55,6677.022936288115
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.6,7425.836847289502
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.65,8199.795456128137
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.7,9015.431251741402
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.75,9895.630517472668
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.8,10875.774140099751
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.85,12018.251238837373
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.9,13455.748305171008
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.95,15586.33550143458
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.975,17434.302151247735
2026-03-21,wk inc flu hosp,3,US,2026-04-11,quantile,0.99,19582.962747515034
