reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.01,0
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.025,0
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.05,0
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.1,0
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.15,0
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.2,212.14250916235346
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.25,530.5766225409554
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.3,816.5402979749512
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.35,1081.528260371539
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.4,1332.9759234565602
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.45,1576.2544474714157
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.5,1815.6758823995956
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.55,2055.0973173277757
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.6,2298.3758413426312
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.65,2549.823504427652
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.7,2814.81146682424
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.75,3100.775142258236
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.8,3419.209255636838
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.85,3790.3831056658446
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.9,4257.404563781736
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.95,4949.600716626699
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.975,5549.977649253407
2026-04-25,wk inc flu hosp,1,US,2026-05-02,quantile,0.99,6248.045581471373
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.01,0
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.025,0
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.05,0
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.1,0
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.15,0
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.2,0
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.25,0
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.3,0
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.35,199.25854328944524
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.4,736.8035165855711
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.45,1256.8844992068678
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.5,1768.7197943373371
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.55,2280.555089467807
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.6,2800.6360720891034
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.65,3338.181045385229
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.7,3904.672479119911
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.75,4516.0058054624715
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.8,5196.754454595068
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.85,5990.250146120341
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.9,6988.648914880183
2026-04-25,wk inc flu hosp,2,US,2026-05-09,quantile,0.95,8468.426288555414
