reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.01,4880.244257619977
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.025,5489.808270043183
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.05,6014.066949073867
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.1,6618.503630431603
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.15,7026.314189774086
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.2,7350.429094481677
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.25,7628.490822982447
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.3,7878.198849035141
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.35,8109.590549108077
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.4,8329.158644633606
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.45,8541.593318095425
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.5,8750.65992006816
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.55,8959.726522040894
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.6,9172.161195502713
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.65,9391.729291028243
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.7,9623.120991101177
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.75,9872.829017153872
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.8,10150.890745654644
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.85,10475.005650362233
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.9,10882.816209704717
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.95,11487.25289106245
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.975,12011.511570093135
2025-12-06,wk inc flu hosp,1,US,2025-12-13,quantile,0.99,12621.075582516341
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.01,1239.4910238223047
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.025,2488.120650007296
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.05,3562.0110127602793
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.1,4800.137824899285
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.15,5635.496107029248
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.2,6299.412388269699
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.25,6868.993441347387
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.3,7380.494830653644
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.35,7854.477096791408
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.4,8304.239916529283
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.45,8739.390649688383
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.5,9167.6422323749
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.55,9595.893815061416
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.6,10031.044548220516
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.65,10480.80736795839
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.7,10954.789634096154
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.75,11466.291023402413
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.8,12035.8720764801
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.85,12699.78835772055
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.9,13535.146639850514
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.95,14773.273451989517
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.975,15847.163814742502
2025-12-06,wk inc flu hosp,2,US,2025-12-20,quantile,0.99,17095.793440927493
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.01,0
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.025,0
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.05,1091.2138909019986
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.1,2875.0705315078394
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.15,4078.6301380462055
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.2,5035.181159706939
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.25,5855.816763373867
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.3,6592.772898276339
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.35,7275.672585682776
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.4,7923.67760812545
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.45,8550.629966639768
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.5,9167.6422323749
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.55,9784.65449811003
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.6,10411.606856624348
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.65,11059.611879067023
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.7,11742.511566473459
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.75,12479.467701375932
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.8,13300.103305042861
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.85,14256.654326703592
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.9,15460.21393324196
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.95,17244.070573847795
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.975,18791.30017593516
2025-12-06,wk inc flu hosp,3,US,2025-12-27,quantile,0.99,20590.288961647053
