reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.01,0
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.025,0
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.05,0
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.1,0
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.15,189.0927863138304
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.2,560.8862780681604
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.25,879.8519888731444
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.3,1166.2930552257403
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.35,1431.7233914538801
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.4,1683.590824045213
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.45,1927.275479915378
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.5,2167.0966076317395
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.55,2406.9177353481014
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.6,2650.6023912182663
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.65,2902.469823809599
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.7,3167.9001600377387
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.75,3454.3412263903347
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.8,3773.306937195319
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.85,4145.100428949649
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.9,4612.901537846562
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.95,5306.253250595266
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.975,5907.632459105224
2026-04-18,wk inc flu hosp,1,US,2026-04-25,quantile,0.99,6606.865753640279
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.01,0
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.025,0
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.05,0
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.1,0
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.15,0
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.2,0
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.25,0
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.3,220.660134343932
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.35,788.0929884557233
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.4,1326.5312776280273
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.45,1847.4765536977866
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.5,2360.1624392306267
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.55,2872.8483247634676
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.6,3393.7936008332263
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.65,3932.2318900055297
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.7,4499.664744117321
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.75,5112.014011066134
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.8,5793.893958241066
2026-04-18,wk inc flu hosp,2,US,2026-05-02,quantile,0.85,6588.708315801986
