reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.01,0
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.025,0
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.05,161.9179691578688
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.1,768.5038600678481
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.15,1177.7644808918353
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.2,1503.0318484970408
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.25,1782.0822875467234
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.3,2032.6782062297239
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.35,2264.892671147092
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.4,2485.2414900516396
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.45,2698.431522417896
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.5,2908.2415073650145
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.55,3118.0514923121336
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.6,3331.2415246783894
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.65,3551.590343582937
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.7,3783.804808500305
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.75,4034.4007271833057
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.8,4313.451166232989
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.85,4638.718533838193
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.9,5047.979154662181
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.95,5654.565045572159
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.975,6180.687843369245
2025-11-15,wk inc flu hosp,1,US,2025-11-22,quantile,0.99,6792.419296714901
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.01,0
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.025,0
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.05,0
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.1,0
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.15,0
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.2,165.97484016116323
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.25,737.1169066520024
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.3,1250.0201342484177
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.35,1725.3014124776805
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.4,2176.296867659718
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.45,2612.6401898762206
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.5,3042.0654535711983
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.55,3471.490717266176
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.6,3907.8340394826787
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.65,4358.829494664717
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.7,4834.110772893979
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.75,5347.014000490394
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.8,5918.156066981233
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.85,6583.891900003868
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.9,7421.539593756892
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.95,8663.059658797281
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.975,9739.893162392917
2025-11-15,wk inc flu hosp,2,US,2025-11-29,quantile,0.99,10991.944825852497
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.01,0
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.025,0
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.05,0
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.1,0
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.15,0
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.2,0
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.25,0
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.3,461.7452849660481
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.35,1146.0906275485975
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.4,1795.4674353824762
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.45,2423.7470121383262
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.5,3042.0654535711983
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.55,3660.3838950040713
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.6,4288.663471759921
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.65,4938.040279593799
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.7,5622.385622176349
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.75,6360.901846313942
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.8,7183.2746833257115
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.85,8141.850662621046
2025-11-15,wk inc flu hosp,3,US,2025-12-06,quantile,0.9,9347.958128247707
