reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.01,0
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.025,0
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.05,0
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.1,0
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.15,0
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.2,365.8159158208248
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.25,686.051522434248
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.3,973.6329944706022
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.35,1240.1200865191659
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.4,1492.9902770437036
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.45,1737.6451128190677
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.5,1978.421038604769
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.55,2219.1969643904704
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.6,2463.851800165834
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.65,2716.721990690372
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.7,2983.2090827389356
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.75,3270.79055477529
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.8,3591.0261613887133
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.85,3964.2998718022595
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.9,4433.963433769355
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.95,5130.07558252722
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.975,5733.8490576003205
2026-03-28,wk inc flu hosp,1,US,2026-04-04,quantile,0.99,6435.86620444229
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.01,0
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.025,0
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.05,0
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.1,0
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.15,0
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.2,0
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.25,0
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.3,0
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.35,135.97165128165625
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.4,677.5145757141595
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.45,1201.463622327813
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.5,1717.10565475741
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.55,2232.7476871870076
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.6,2756.6967338006607
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.65,3298.239658233164
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.7,3868.9443302711643
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.75,4484.82440318968
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.8,5170.636070247454
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.85,5970.033327519294
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.9,6975.857613566827
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.95,8466.640722439235
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.975,9759.672742969682
2026-03-28,wk inc flu hosp,2,US,2026-04-11,quantile,0.99,11263.101905236523
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.01,0
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.025,0
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.05,0
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.1,0
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.15,0
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.2,0
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.25,0
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.3,0
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.35,0
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.4,167.41966533247842
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.45,916.4737740354665
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.5,1653.6519128405464
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.55,2390.8300516456275
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.6,3139.8841603486144
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.65,3914.0910325758496
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.7,4729.98846040584
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.75,5610.470068435335
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.8,6590.92809260055
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.85,7733.771664729245
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.9,9171.729838270316
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.95,11303.000464876302
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.975,13151.55988858882
2026-03-28,wk inc flu hosp,3,US,2026-04-18,quantile,0.99,15300.909712619059
