reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.01,13730.236651561252
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.025,14431.480849090687
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.05,15034.589545113042
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.1,15729.935246200435
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.15,16199.081689562981
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.2,16571.944410502627
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.25,16891.827424742638
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.3,17179.09225793034
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.35,17445.28593689701
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.4,17697.877707099757
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.45,17942.263167991656
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.5,18182.7739897309
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.55,18423.284811470145
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.6,18667.670272362044
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.65,18920.26204256479
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.7,19186.45572153146
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.75,19473.720554719162
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.8,19793.603568959177
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.85,20166.46628989882
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.9,20635.612733261365
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.95,21330.95843434876
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.975,21934.067130371113
2026-01-24,wk inc flu hosp,1,US,2026-01-31,quantile,0.99,22635.31132790055
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.01,7790.141377420725
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.025,9294.881311277844
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.05,10589.040667688398
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.1,12081.123522631606
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.15,13087.824741182547
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.2,13887.918956608772
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.25,14574.328551704673
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.3,15190.745582481173
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.35,15761.947825997311
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.4,16303.962897104948
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.45,16828.3687510909
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.5,17344.460348384495
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.55,17860.55194567809
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.6,18384.95779966404
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.65,18926.97287077168
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.7,19498.175114287817
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.75,20114.592145064315
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.8,20801.00174016022
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.85,21601.095955586443
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.9,22607.797174137384
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.95,24099.88002908059
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.975,25394.039385491145
2026-01-24,wk inc flu hosp,2,US,2026-02-07,quantile,0.99,26898.779319348265
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.01,2366.879797134483
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.025,4526.743323729115
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.05,6384.345111665554
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.1,8526.041005113566
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.15,9971.033056698881
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.2,11119.46693211867
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.25,12104.7209387376
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.3,12989.5094872366
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.35,13809.397937274029
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.4,14587.39189929321
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.45,15340.110061197538
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.5,16080.894161024746
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.55,16821.678260851953
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.6,17574.396422756283
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.65,18352.390384775463
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.7,19172.27883481289
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.75,20057.067383311893
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.8,21042.32138993082
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.85,22190.75526535061
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.9,23635.747316935925
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.95,25777.44321038393
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.975,27635.044998320376
2026-01-24,wk inc flu hosp,3,US,2026-02-14,quantile,0.99,29794.90852491501
