reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.01,370.7588062156792
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.025,981.5555198262714
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.05,1506.8743898836033
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.1,2112.533403596307
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.15,2521.1686647756515
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.2,2845.939016359599
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.25,3124.5630599181877
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.3,3374.7760622718797
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.35,3606.6356981442027
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.4,3826.6478189838103
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.45,4039.5120920756617
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.5,4249.001482538599
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.55,4458.490873001536
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.6,4671.355146093388
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.65,4891.367266932995
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.7,5123.226902805318
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.75,5373.43990515901
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.8,5652.0639487175995
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.85,5976.834300301546
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.9,6385.469561480891
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.95,6991.128575193592
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.975,7516.447445250926
2025-11-22,wk inc flu hosp,1,US,2025-11-29,quantile,0.99,8127.244158861518
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.01,0
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.025,0
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.05,0
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.1,102.05115585910244
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.15,938.4973376264784
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.2,1603.2782470116244
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.25,2173.601074049511
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.3,2685.7685992975157
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.35,3160.3681396594084
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.4,3610.716692272603
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.45,4046.4341287672078
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.5,4475.243429921946
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.55,4904.052731076685
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.6,5339.770167571289
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.65,5790.118720184483
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.7,6264.718260546376
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.75,6776.88578579438
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.8,7347.208612832268
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.85,8011.989522217413
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.9,8848.43570398479
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.95,10088.174947267184
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.975,11163.463853568792
2025-11-22,wk inc flu hosp,2,US,2025-12-06,quantile,0.99,12413.719588869655
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.01,0
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.025,0
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.05,0
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.1,0
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.15,0
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.2,339.656122867922
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.25,1160.9125428468483
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.3,1898.4261899846306
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.35,2581.8424955630135
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.4,3230.3377381306645
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.45,3857.7643902891677
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.5,4475.243429921946
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.55,5092.722469554725
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.6,5720.149121713227
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.65,6368.644364280878
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.7,7052.060669859261
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.75,7789.574316997043
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.8,8610.830736975971
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.85,9568.105395869663
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.9,10772.575503284254
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.95,12557.78164334613
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.975,14106.181734955384
2025-11-22,wk inc flu hosp,3,US,2025-12-13,quantile,0.99,15906.531467692099
