reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.01,13186.110617310347
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.025,13889.034036451583
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.05,14493.586955699162
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.1,15190.597753671569
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.15,15660.867629997367
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.2,16034.623219842653
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.25,16355.272236101151
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.3,16643.224962775745
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.35,16910.05607757464
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.4,17163.252712047182
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.45,17408.22338612015
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.5,17649.310142706567
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.55,17890.396899292984
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.6,18135.36757336595
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.65,18388.56420783849
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.7,18655.39532263739
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.75,18943.348049311982
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.8,19263.997065570482
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.85,19637.752655415767
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.9,20108.022531741564
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.95,20805.03332971397
2026-02-14,wk inc flu hosp,1,US,2026-02-21,quantile,0.975,21409.58624896155
