reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.01,26682
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.025,26776
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.05,26857
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.1,26951
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.15,27014
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.2,27064
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.25,27107
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.3,27145
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.35,27181
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.4,27215
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.45,27248
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.5,27280
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.55,27313
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.6,27345
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.65,27379
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.7,27415
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.75,27454
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.8,27497
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.85,27547
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.9,27610
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.95,27703
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.975,27785
2025-12-20,wk inc flu hosp,1,2025-12-27,US,quantile,0.99,27879
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.01,31440
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.025,31573
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.05,31688
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.1,31820
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.15,31909
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.2,31980
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.25,32041
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.3,32095
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.35,32146
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.4,32194
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.45,32240
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.5,32286
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.55,32332
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.6,32378
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.65,32426
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.7,32477
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.75,32531
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.8,32592
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.85,32663
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.9,32752
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.95,32884
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.975,32999
2025-12-20,wk inc flu hosp,2,2026-01-03,US,quantile,0.99,33132
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.01,31005
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.025,31169
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.05,31309
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.1,31471
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.15,31580
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.2,31667
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.25,31741
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.3,31808
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.35,31870
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.4,31929
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.45,31986
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.5,32042
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.55,32098
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.6,32155
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.65,32214
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.7,32276
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.75,32342
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.8,32417
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.85,32504
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.9,32613
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.95,32775
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.975,32915
2025-12-20,wk inc flu hosp,3,2026-01-10,US,quantile,0.99,33079
