"reference_date","target","horizon","target_end_date","location","output_type","output_type_id","value"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.01","16726"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.025","16747"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.05","16765"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.1","16785"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.15","16799"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.2","16810"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.25","16820"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.3","16828"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.35","16836"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.4","16844"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.45","16851"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.5","16858"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.55","16865"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.6","16872"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.65","16880"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.7","16888"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.75","16896"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.8","16906"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.85","16917"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.9","16931"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.95","16951"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.975","16969"
"2025-12-13","wk inc flu hosp","1","2025-12-20","US","quantile","0.99","16990"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.01","27720"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.025","27749"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.05","27774"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.1","27803"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.15","27823"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.2","27839"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.25","27852"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.3","27864"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.35","27875"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.4","27886"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.45","27896"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.5","27906"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.55","27916"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.6","27926"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.65","27937"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.7","27948"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.75","27960"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.8","27974"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.85","27989"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.9","28009"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.95","28038"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.975","28063"
"2025-12-13","wk inc flu hosp","2","2025-12-27","US","quantile","0.99","28093"
"2025-12-13","wk inc flu hosp","3","2026-01-03","US","quantile","0.01","24539"
"2025-12-13","wk inc flu hosp","3","2026-01-03","US","quantile","0.025","24575"
"2025-12-13","wk inc flu hosp","3","2026-01-03","US","quantile","0.05","24605"
"2025-12-13","wk inc flu hosp","3","2026-01-03","US","quantile","0.1","24641"
"2025-12-13","wk inc flu hosp","3","2026-01-03","US","quantile","0.15","24665"
"2025-12-13","wk inc flu hosp","3","2026-01-03","US","quantile","0.2","24684"
"2025-12-13","wk inc flu hosp","3","2026-01-03","US","quantile","0.25","24701"
"2025-12-13","wk inc flu hosp","3","2026-01-03","US","quantile","0.3","24716"
"2025-12-13","wk inc flu hosp","3","2026-01-03","US","quantile","0.35","24729"
"2025-12-13","wk inc flu hosp","3","2026-01-03","US","quantile","0.4","24742"
