"reference_date","target","horizon","target_end_date","location","output_type","output_type_id","value"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.01","2666"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.025","2686"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.05","2703"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.1","2723"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.15","2736"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.2","2747"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.25","2756"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.3","2764"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.35","2772"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.4","2779"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.45","2786"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.5","2793"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.55","2799"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.6","2806"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.65","2814"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.7","2821"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.75","2829"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.8","2838"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.85","2849"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.9","2862"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.95","2882"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.975","2899"
"2025-11-15","wk inc flu hosp","1","2025-11-22","US","quantile","0.99","2919"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.01","3149"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.025","3177"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.05","3201"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.1","3229"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.15","3248"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.2","3263"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.25","3275"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.3","3287"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.35","3298"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.4","3308"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.45","3318"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.5","3327"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.55","3337"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.6","3347"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.65","3357"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.7","3367"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.75","3379"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.8","3392"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.85","3407"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.9","3425"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.95","3453"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.975","3478"
"2025-11-15","wk inc flu hosp","2","2025-11-29","US","quantile","0.99","3506"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.01","4020"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.025","4054"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.05","4084"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.1","4118"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.15","4141"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.2","4160"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.25","4175"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.3","4189"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.35","4202"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.4","4215"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.45","4227"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.5","4239"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.55","4250"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.6","4262"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.65","4275"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.7","4288"
"2025-11-15","wk inc flu hosp","3","2025-12-06","US","quantile","0.75","4302"
